,Virus,MHC,Protein,# of high binding,# of low binding,sum_score high,sum_score low,high normed on protein,low normed on protein
48,Dengue_virus,HLA-B15:01,P17763|POLG_DEN1W,60,246,14.255999999999998,247.395,0.3814926810993069,0.5376457421030327
49,Dengue_virus,HLA-B15:03,P17763|POLG_DEN1W,70,277,17.453000000000003,274.259,0.4670448767695149,0.5960273392082931
50,Dengue_virus,HLA-B18:01,P17763|POLG_DEN1W,58,278,13.849,272.524,0.37060130054323104,0.5922567886209782
51,Dengue_virus,HLA-B27:05,P17763|POLG_DEN1W,82,302,20.307000000000002,320.777,0.5434183414059783,0.6971215595084158
52,Dengue_virus,HLA-B35:01,P17763|POLG_DEN1W,65,273,17.493000000000002,266.577,0.46811528272097197,0.5793326016799053
53,Dengue_virus,HLA-B35:03,P17763|POLG_DEN1W,80,282,20.683,301.409,0.5534801573496748,0.6550304795227592
54,Dengue_virus,HLA-B38:01,P17763|POLG_DEN1W,81,276,19.273,280.898,0.5157483475608124,0.6104553999282836
55,Dengue_virus,HLA-B40:01,P17763|POLG_DEN1W,63,252,15.436,248.27,0.41306965666729106,0.5395473166067218
56,Dengue_virus,HLA-B40:02,P17763|POLG_DEN1W,56,253,13.957,255.15500000000003,0.3734913966121652,0.5545099914157494
57,Dengue_virus,HLA-B40:06,P17763|POLG_DEN1W,59,272,14.001,261.53,0.374668843158768,0.5683643199426267
58,Dengue_virus,HLA-B42:01,P17763|POLG_DEN1W,68,250,16.313000000000002,258.643,0.43653830715298786,0.562090210694455
59,Dengue_virus,HLA-B44:02,P17763|POLG_DEN1W,98,327,28.422,350.56,0.7605769488078354,0.7618468091579829
60,Dengue_virus,HLA-B44:03,P17763|POLG_DEN1W,97,323,26.114,342.688,0.6988145254087613,0.744739158308794
61,Dengue_virus,HLA-B50:01,P17763|POLG_DEN1W,64,283,14.746000000000002,269.477,0.39460515400465634,0.5856349628921318
62,Dengue_virus,HLA-B51:01,P17763|POLG_DEN1W,62,269,15.954999999999998,262.653,0.4269581738874468,0.5708048549913615
63,Dengue_virus,HLA-B52:01,P17763|POLG_DEN1W,62,250,14.901,241.10000000000002,0.3987529770665525,0.5239652718164927
64,Dengue_virus,HLA-B53:01,P17763|POLG_DEN1W,95,360,23.867999999999995,367.501,0.6387112312344455,0.7986634647774071
65,Dengue_virus,HLA-B57:01,P17763|POLG_DEN1W,136,415,37.369,458.067,1.0,0.995484032207239
66,Dengue_virus,HLA-B58:01,P17763|POLG_DEN1W,131,415,37.128,460.145,0.993550804142471,1.0
67,Dengue_virus,HLA-B58:02,P17763|POLG_DEN1W,131,409,35.108000000000004,428.913,0.9394953035938881,0.932125742972324
68,Dengue_virus,HLA-C01:02,P17763|POLG_DEN1W,52,252,9.847000000000001,226.38,0.2635071850999492,0.4919753555944322
69,Dengue_virus,HLA-C02:02,P17763|POLG_DEN1W,62,262,13.392999999999997,245.079,0.3583986726966201,0.5326125460452684
70,Dengue_virus,HLA-C02:10,P17763|POLG_DEN1W,62,262,13.392999999999997,245.079,0.3583986726966201,0.5326125460452684
71,Dengue_virus,HLA-C03:02,P17763|POLG_DEN1W,63,251,14.268,249.913,0.38181380288474404,0.5431179302176489
72,Dengue_virus,HLA-C03:03,P17763|POLG_DEN1W,77,259,16.724999999999994,263.688,0.44756348845299565,0.573054145975725
73,Dengue_virus,HLA-C03:04,P17763|POLG_DEN1W,77,259,16.724999999999994,263.688,0.44756348845299565,0.573054145975725
74,Dengue_virus,HLA-C04:01,P17763|POLG_DEN1W,40,203,8.685,186.392,0.2324118922101207,0.4050723141618403
75,Dengue_virus,HLA-C05:01,P17763|POLG_DEN1W,39,221,9.888,195.85200000000003,0.26460435120019266,0.42563105108172433
76,Dengue_virus,HLA-C06:02,P17763|POLG_DEN1W,70,265,18.630000000000003,258.908,0.4985415718911398,0.5626661161155723
77,Dengue_virus,HLA-C07:01,P17763|POLG_DEN1W,64,264,16.467,266.547,0.4406593700660975,0.5792674048397789
78,Dengue_virus,HLA-C07:02,P17763|POLG_DEN1W,60,234,12.334,236.15800000000002,0.33005967513179374,0.5132251790196569
79,Dengue_virus,HLA-C08:01,P17763|POLG_DEN1W,48,238,13.086,226.218,0.35018330701918704,0.4916232926577492
80,Dengue_virus,HLA-C08:02,P17763|POLG_DEN1W,47,211,11.225,193.82600000000002,0.3003826701276459,0.42122809114518256
81,Dengue_virus,HLA-C12:02,P17763|POLG_DEN1W,58,244,13.629999999999999,239.45699999999997,0.3647408279590034,0.5203946582055656
82,Dengue_virus,HLA-C12:03,P17763|POLG_DEN1W,63,245,16.624000000000002,248.129,0.4448607134255667,0.5392408914581274
83,Dengue_virus,HLA-C14:02,P17763|POLG_DEN1W,50,226,11.768,212.25599999999997,0.3149134309186759,0.46128068326288446
84,Dengue_virus,HLA-C15:02,P17763|POLG_DEN1W,70,300,16.655,272.945,0.4456902780379459,0.5931717176107532
85,Dengue_virus,HLA-C16:01,P17763|POLG_DEN1W,62,279,14.475999999999999,260.47100000000006,0.3873799138323209,0.5660628714861621
86,Dengue_virus,HLA-C17:01,P17763|POLG_DEN1W,57,287,14.719999999999999,255.80800000000005,0.3939093901362091,0.5559291093025026
87,Dengue_virus,HLA-A02:07,Raw_Proteome,51,260,11.379,242.04399999999998,0.3045037330407557,0.5260167990524726
88,Dengue_virus,HLA-A02:03,Raw_Proteome,56,268,14.626,247.301,0.391393936150285,0.5374414586706364
89,Dengue_virus,HLA-A66:01,Raw_Proteome,79,283,18.275,294.378,0.489041719071958,0.639750513425116
90,Dengue_virus,HLA-A31:08,Raw_Proteome,81,312,18.304,312.922,0.4898177633867644,0.6800508535352987
91,Dengue_virus,HLA-A02:36,Raw_Proteome,63,271,14.314999999999998,272.305,0.38307152987770604,0.5917808516880549
92,Dengue_virus,HLA-A68:03,Raw_Proteome,90,327,20.807,338.164,0.5567984157991918,0.7349074748177205
93,Dengue_virus,HLA-A26:01,Raw_Proteome,51,235,11.725,225.691,0.3137627445208595,0.49047800149952736
94,Dengue_virus,HLA-A33:01,Raw_Proteome,85,318,22.457,330.461,0.6009526612967968,0.7181670995012442
95,Dengue_virus,HLA-A29:01,Raw_Proteome,41,195,9.408000000000001,177.25,0.25175947978270763,0.38520466374729706
96,Dengue_virus,HLA-A24:07,Raw_Proteome,56,248,11.892,238.058,0.31823168936819285,0.5173543122276674
97,Dengue_virus,HLA-A02:13,Raw_Proteome,64,272,15.928,268.904,0.4262356498702133,0.584389703245716
98,Dengue_virus,HLA-B15:02,Raw_Proteome,58,224,13.870000000000001,223.91199999999998,0.37116326366774605,0.4866118288800269
99,Dengue_virus,HLA-B46:01,Raw_Proteome,54,238,12.021999999999997,231.72099999999995,0.32171050871042833,0.5035825663649501
100,Dengue_virus,HLA-B38:02,Raw_Proteome,77,276,19.418999999999997,285.089,0.5196553292836308,0.619563398493953
101,Dengue_virus,HLA-B54:01,Raw_Proteome,61,257,16.965,240.91700000000003,0.45398592416173833,0.5235675710917211
102,Dengue_virus,HLA-B13:02,Raw_Proteome,72,267,17.608,269.12800000000004,0.4711926998314111,0.5848765063186605
103,Dengue_virus,HLA-B14:05,Raw_Proteome,90,294,21.884,307.219,0.585619096042174,0.6676569342272545
104,Dengue_virus,HLA-B45:01,Raw_Proteome,72,280,17.166,283.526,0.4593647140678102,0.6161666431233633
105,Dengue_virus,HLA-B55:02,Raw_Proteome,63,252,16.909,241.86699999999996,0.4524873558296984,0.5256321376957263
106,Dengue_virus,HLA-B07:05,Raw_Proteome,66,231,17.43,254.90599999999998,0.466429393347427,0.5539688576426995
107,Dengue_virus,HLA-B35:14,Raw_Proteome,62,258,16.031,254.41500000000002,0.4289919451952153,0.5529018026926296
108,Dengue_virus,HLA-B39:05,Raw_Proteome,77,274,20.808000000000007,296.33500000000004,0.5568251759479784,0.6440035206293669
109,Dengue_virus,HLA-C14:03,Raw_Proteome,50,226,11.768,212.25599999999997,0.3149134309186759,0.46128068326288446
110,Dengue_virus,HLA-C05:09,Raw_Proteome,39,221,9.888,195.85200000000003,0.26460435120019266,0.42563105108172433
111,Dengue_virus,HLA-C06:03,Raw_Proteome,61,274,14.404,253.55399999999997,0.3854531831196982,0.5510306533809994
112,Dengue_virus,HLA-A01:01,Raw_Proteome,42,189,9.618999999999998,183.877,0.2574058711766437,0.39960664573123694
113,Dengue_virus,HLA-A02:01,Raw_Proteome,61,269,14.267,269.552,0.3817870427359576,0.5857979549924481
114,Dengue_virus,HLA-A02:02,Raw_Proteome,56,249,13.175,244.27100000000002,0.35256496026117906,0.5308565778178618
115,Dengue_virus,HLA-A02:06,Raw_Proteome,67,295,15.434999999999999,291.81399999999996,0.4130428965185046,0.6341783568223059
116,Dengue_virus,HLA-A02:11,Raw_Proteome,64,268,15.222000000000001,263.89000000000004,0.40734298482699566,0.5734931380325768
117,Dengue_virus,HLA-A03:01,Raw_Proteome,102,345,26.97,367.161,0.7217212127699429,0.7979245672559737
118,Dengue_virus,HLA-A03:02,Raw_Proteome,98,344,26.164,352.107,0.7001525328480827,0.7652087928805051
119,Dengue_virus,HLA-A11:01,Raw_Proteome,99,357,27.536,361.81899999999996,0.7368674569830609,0.7863151832574514
120,Dengue_virus,HLA-A23:01,Raw_Proteome,58,249,12.506,246.153,0.33466242072305924,0.5349465929217964
121,Dengue_virus,HLA-A24:02,Raw_Proteome,57,259,13.077,246.84200000000004,0.34994246568010917,0.5364439470167014
122,Dengue_virus,HLA-A25:01,Raw_Proteome,77,285,16.884,282.356,0.45181835211003774,0.6136239663584305
123,Dengue_virus,HLA-A29:02,Raw_Proteome,41,195,9.408000000000001,177.25,0.25175947978270763,0.38520466374729706
124,Dengue_virus,HLA-A30:01,Raw_Proteome,77,316,18.423000000000002,309.807,0.4930022210923493,0.6732812483021657
125,Dengue_virus,HLA-A30:02,Raw_Proteome,47,210,11.711,210.366,0.3133881024378496,0.4571732823349162
126,Dengue_virus,HLA-A31:01,Raw_Proteome,70,331,17.904999999999998,321.08299999999997,0.4791404640209799,0.6977865672777059
127,Dengue_virus,HLA-A32:01,Raw_Proteome,96,351,25.693,349.534,0.6875485027696755,0.7596170772256572
128,Dengue_virus,HLA-A33:03,Raw_Proteome,83,349,21.977,334.34099999999995,0.5881077898793118,0.7265992241576024
129,Dengue_virus,HLA-A68:01,Raw_Proteome,91,317,23.087,336.42199999999997,0.6178115550322459,0.7311217116343761
130,Dengue_virus,HLA-A68:02,Raw_Proteome,73,275,19.963,271.51,0.5342128502234472,0.5900531354247031
131,Dengue_virus,HLA-A74:01,Raw_Proteome,90,347,22.576999999999998,357.481,0.604163879151168,0.7768877201751622
132,Dengue_virus,HLA-B07:02,Raw_Proteome,66,228,17.351,250.35000000000002,0.46431534159329924,0.5440676308554913
133,Dengue_virus,HLA-B08:01,Raw_Proteome,54,271,13.534999999999998,253.72000000000003,0.3621986138242928,0.5513914092296994
134,Dengue_virus,HLA-B14:02,Raw_Proteome,80,289,19.983999999999998,300.88599999999997,0.5347748133479622,0.6538938812765541
135,Dengue_virus,HLA-B15:01,Raw_Proteome,60,246,14.255999999999998,247.395,0.3814926810993069,0.5376457421030327
136,Dengue_virus,HLA-B15:03,Raw_Proteome,70,277,17.453000000000003,274.259,0.4670448767695149,0.5960273392082931
137,Dengue_virus,HLA-B18:01,Raw_Proteome,58,278,13.849,272.524,0.37060130054323104,0.5922567886209782
138,Dengue_virus,HLA-B27:05,Raw_Proteome,82,302,20.307000000000002,320.777,0.5434183414059783,0.6971215595084158
139,Dengue_virus,HLA-B35:01,Raw_Proteome,65,273,17.493000000000002,266.577,0.46811528272097197,0.5793326016799053
140,Dengue_virus,HLA-B35:03,Raw_Proteome,80,282,20.683,301.409,0.5534801573496748,0.6550304795227592
141,Dengue_virus,HLA-B38:01,Raw_Proteome,81,276,19.273,280.898,0.5157483475608124,0.6104553999282836
142,Dengue_virus,HLA-B40:01,Raw_Proteome,63,252,15.436,248.27,0.41306965666729106,0.5395473166067218
143,Dengue_virus,HLA-B40:02,Raw_Proteome,56,253,13.957,255.15500000000003,0.3734913966121652,0.5545099914157494
144,Dengue_virus,HLA-B40:06,Raw_Proteome,59,272,14.001,261.53,0.374668843158768,0.5683643199426267
145,Dengue_virus,HLA-B42:01,Raw_Proteome,68,250,16.313000000000002,258.643,0.43653830715298786,0.562090210694455
146,Dengue_virus,HLA-B44:02,Raw_Proteome,98,327,28.422,350.56,0.7605769488078354,0.7618468091579829
147,Dengue_virus,HLA-B44:03,Raw_Proteome,97,323,26.114,342.688,0.6988145254087613,0.744739158308794
148,Dengue_virus,HLA-B50:01,Raw_Proteome,64,283,14.746000000000002,269.477,0.39460515400465634,0.5856349628921318
149,Dengue_virus,HLA-B51:01,Raw_Proteome,62,269,15.954999999999998,262.653,0.4269581738874468,0.5708048549913615
150,Dengue_virus,HLA-B52:01,Raw_Proteome,62,250,14.901,241.10000000000002,0.3987529770665525,0.5239652718164927
151,Dengue_virus,HLA-B53:01,Raw_Proteome,95,360,23.867999999999995,367.501,0.6387112312344455,0.7986634647774071
152,Dengue_virus,HLA-B57:01,Raw_Proteome,136,415,37.369,458.067,1.0,0.995484032207239
153,Dengue_virus,HLA-B58:01,Raw_Proteome,131,415,37.128,460.145,0.993550804142471,1.0
154,Dengue_virus,HLA-B58:02,Raw_Proteome,131,409,35.108000000000004,428.913,0.9394953035938881,0.932125742972324
155,Dengue_virus,HLA-C01:02,Raw_Proteome,52,252,9.847000000000001,226.38,0.2635071850999492,0.4919753555944322
156,Dengue_virus,HLA-C02:02,Raw_Proteome,62,262,13.392999999999997,245.079,0.3583986726966201,0.5326125460452684
157,Dengue_virus,HLA-C02:10,Raw_Proteome,62,262,13.392999999999997,245.079,0.3583986726966201,0.5326125460452684
158,Dengue_virus,HLA-C03:02,Raw_Proteome,63,251,14.268,249.913,0.38181380288474404,0.5431179302176489
159,Dengue_virus,HLA-C03:03,Raw_Proteome,77,259,16.724999999999994,263.688,0.44756348845299565,0.573054145975725
160,Dengue_virus,HLA-C03:04,Raw_Proteome,77,259,16.724999999999994,263.688,0.44756348845299565,0.573054145975725
161,Dengue_virus,HLA-C04:01,Raw_Proteome,40,203,8.685,186.392,0.2324118922101207,0.4050723141618403
162,Dengue_virus,HLA-C05:01,Raw_Proteome,39,221,9.888,195.85200000000003,0.26460435120019266,0.42563105108172433
163,Dengue_virus,HLA-C06:02,Raw_Proteome,70,265,18.630000000000003,258.908,0.4985415718911398,0.5626661161155723
164,Dengue_virus,HLA-C07:01,Raw_Proteome,64,264,16.467,266.547,0.4406593700660975,0.5792674048397789
165,Dengue_virus,HLA-C07:02,Raw_Proteome,60,234,12.334,236.15800000000002,0.33005967513179374,0.5132251790196569
166,Dengue_virus,HLA-C08:01,Raw_Proteome,48,238,13.086,226.218,0.35018330701918704,0.4916232926577492
167,Dengue_virus,HLA-C08:02,Raw_Proteome,47,211,11.225,193.82600000000002,0.3003826701276459,0.42122809114518256
168,Dengue_virus,HLA-C12:02,Raw_Proteome,58,244,13.629999999999999,239.45699999999997,0.3647408279590034,0.5203946582055656
169,Dengue_virus,HLA-C12:03,Raw_Proteome,63,245,16.624000000000002,248.129,0.4448607134255667,0.5392408914581274
170,Dengue_virus,HLA-C14:02,Raw_Proteome,50,226,11.768,212.25599999999997,0.3149134309186759,0.46128068326288446
171,Dengue_virus,HLA-C15:02,Raw_Proteome,70,300,16.655,272.945,0.4456902780379459,0.5931717176107532
172,Dengue_virus,HLA-C16:01,Raw_Proteome,62,279,14.475999999999999,260.47100000000006,0.3873799138323209,0.5660628714861621
173,Dengue_virus,HLA-C17:01,Raw_Proteome,57,287,14.719999999999999,255.80800000000005,0.3939093901362091,0.5559291093025026
